PolicyId,AgeConducteur,SexeConducteur,StatutMatrimonial,BonusMalus,FrequencePaiement,CodeProfession,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
90114445.101a,32.0,M,Cohabiting,62.99999999999999,Half-yearly,Private employee,27.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,Center,281.79597162900126
90176036.100a,22.0,M,null,88.0,Annual,null,29.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,706.356555486191
90160135.100a,48.0,F,null,123.0,Half-yearly,null,22.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Paris area,442.90554994043066
90150949.102a,43.0,M,null,133.0,Half-yearly,null,5.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,464.6885528122772
90147817.101a,20.0,F,null,73.0,Annual,null,25.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Paris area,390.6047696121349
90109660.101a,18.0,F,Single,111.0,Half-yearly,Other,32.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,658.1902095796441
90167771.100a,37.0,F,null,143.0,Half-yearly,null,11.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,South West,400.5864473758944
90149208.101a,39.0,M,null,55.0,Half-yearly,null,14.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,588.7751462647749
90111332.10c,23.0,M,Cohabiting,61.99999999999999,Half-yearly,Private employee,11.0,Affordable cars,P14,Regular,Private+trip to office,Street,Center,427.0627732149045
90159973.100a,30.0,M,null,105.0,Monthly,null,11.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Headquarters,895.8451271260092
90111180.101a,21.0,M,Cohabiting,61.99999999999999,Half-yearly,Private employee,16.0,Affordable cars,P12,Diesel,Private+trip to office,Closed zbox,Center,499.56720947311794
90194552.101a,74.0,M,null,121.0,Annual,null,23.0,Cheapest,P10,Regular,Private+trip to office,Street,Headquarters,528.8422477674758
90141607.100c,42.0,F,null,131.0,Half-yearly,null,5.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,507.3246487625333
80201150.101a,29.0,F,Divorced,61.99999999999999,Half-yearly,Farmer,11.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,402.25843054296905
80200195.100a,40.0,M,Cohabiting,55.0,Half-yearly,Public employee,12.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,348.7666997617787
90105126.101a,38.0,M,Married,133.0,Monthly,Public employee,13.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,344.7047487287923
90134956.100b,27.0,F,null,90.0,Half-yearly,null,12.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,510.49077740657606
90174093.101c,28.0,F,null,81.0,Monthly,null,5.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,731.5297068336218
90187937.100b,18.0,M,null,107.0,Half-yearly,null,34.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,South West,735.1859076126874
90176037.100c,71.0,F,null,125.0,Annual,null,23.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,628.8997134941345
90134477.100a,18.0,M,null,113.0,Half-yearly,null,32.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Paris area,535.0187005988994
90117976.101a,22.0,M,Single,55.0,Half-yearly,Private employee,14.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,526.0993181324468
90167962.100b,27.0,M,null,95.0,Monthly,null,22.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,South West,537.0114927695777
90108271.101c,33.0,M,Married,55.0,Half-yearly,Private employee,13.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Center,570.5234746365885
90151191.100a,56.0,M,null,139.0,Half-yearly,null,19.0,Affordable cars,P14,Regular,Private+trip to office,Street,Headquarters,882.2161382016747
50200024.101a,57.0,M,Cohabiting,123.0,Annual,Private employee,12.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,524.5426935353786
90188757.100a,34.0,M,null,111.0,Annual,null,14.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,320.79810227219104
90149479.101a,58.0,F,null,127.0,Half-yearly,null,28.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,South West,391.56065258911656
90148363.100b,42.0,M,null,127.0,Half-yearly,null,8.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,586.775006786516
90182307.100a,27.0,M,null,61.99999999999999,Half-yearly,null,6.0,Affordable cars,P15,Diesel,Private+trip to office,Closed zbox,Headquarters,763.7998340012095
90146434.101b,31.0,M,null,55.0,Half-yearly,null,8.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Center,401.3296928702623
90122976.102a,25.0,M,Cohabiting,58.0,Monthly,Public employee,15.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,383.6201934729544
90101438.101b,47.0,M,Married,128.0,Half-yearly,Public employee,5.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,602.7213181759196
90192904.100c,23.0,F,null,73.0,Half-yearly,null,7.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Headquarters,598.6347318841367
90158759.100b,31.0,M,null,69.0,Half-yearly,null,19.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,360.17801446918065
90104047.100a,35.0,M,Cohabiting,118.0,Annual,Public employee,9.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,452.3158254626522
90106275.103b,53.0,M,Cohabiting,133.0,Half-yearly,Craftsman,30.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,170.19869779592625
90105370.10a,37.0,F,Cohabiting,65.0,Half-yearly,Private employee,15.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,479.1759391694554
90169788.100a,18.0,M,null,96.0,Half-yearly,null,32.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Center,582.8889378648339
90162992.101a,19.0,M,null,77.0,Annual,null,42.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,211.0430380836953
70205516.10b,27.0,F,Widowed,59.0,Annual,Private employee,17.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,242.3309849751216
90177961.100b,65.0,F,null,129.0,Annual,null,22.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,South West,513.5948542922404
90153963.100a,33.0,F,null,81.0,Half-yearly,null,13.0,Cheapest,P8,Regular,Private+trip to office,Street,Paris area,637.3307815867548
90131328.100b,22.0,F,Married,88.0,Monthly,Public employee,50.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,394.1647233611867
90139154.100a,31.0,M,null,55.0,Annual,null,12.0,Cheaper,P12,Diesel,Private+trip to office,Opened collective parking,Center,585.8645899073219
90147548.100a,48.0,M,null,139.0,Annual,null,13.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,505.6502039407777
90102836.100a,46.0,M,Single,106.0,Half-yearly,Other,7.0,Affordable cars,P14,Diesel,Professional,Street,Center,1035.295532875239
90171967.100b,39.0,F,null,137.0,Annual,null,6.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,819.8947296576638
90170527.100a,20.0,M,null,55.0,Monthly,null,8.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,735.5696732965843
90182143.100c,36.0,F,null,186.0,Annual,null,7.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Paris area,885.4593479190728
90155008.100b,35.0,M,null,55.0,Half-yearly,null,14.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,438.0298735724308
90160441.100c,32.0,M,null,55.0,Annual,null,9.0,Affordable cars,P14,Regular,Private+trip to office,Closed zbox,Center,554.6717767611876
90146483.100a,20.0,F,null,89.0,Half-yearly,null,39.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Center,351.6472429314927
90100179.10a,31.0,M,Cohabiting,77.0,Half-yearly,Public employee,7.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,998.74323908649
90132793.100e,21.0,M,null,85.0,Annual,null,28.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,Center,665.5505835943329
90145713.100a,26.0,M,null,61.00000000000001,Half-yearly,null,12.0,Expensive,P16,Diesel,Private+trip to office,Closed zbox,South West,672.0158946279823
90132514.100a,33.0,F,null,80.0,Annual,null,15.0,Cheapest,P8,Regular,Private+trip to office,Street,Headquarters,393.7195933799462
90156662.101b,24.0,M,null,77.0,Half-yearly,null,20.0,Cheapest,P10,Regular,Private+trip to office,Street,Center,380.0450585147836
90108406.101b,43.0,M,Cohabiting,131.0,Half-yearly,Other,10.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Center,457.5986683123194
90157348.100a,24.0,M,null,74.0,Half-yearly,null,41.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,211.88049603771603
90182899.100c,19.0,M,null,111.0,Monthly,null,29.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Center,781.8011811948634
90131159.100a,64.0,F,Married,120.0,Annual,Private employee,15.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,Center,532.1726739212189
90147614.101d,35.0,M,null,65.0,Annual,null,16.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,South West,332.3235363084683
80100250.100a,18.0,M,Cohabiting,126.0,Half-yearly,Private employee,31.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,449.0119638996528
90152231.100b,24.0,M,null,77.0,Half-yearly,null,19.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,356.00934698928614
90145506.100a,32.0,F,null,55.0,Annual,null,9.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,South West,557.5328676702088
90186200.100a,18.0,M,null,109.0,Annual,null,36.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Paris area,565.0014692553513
90146286.101a,44.0,F,null,120.0,Annual,null,14.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,361.879540458267
90149085.101b,40.0,M,null,55.0,Half-yearly,null,7.0,Luxury cars,P16,Regular,Private+trip to office,Closed zbox,Center,409.4967521356677
90147320.100a,40.0,M,null,144.0,Annual,null,26.0,Affordable cars,P12,Diesel,Private+trip to office,Closed zbox,Center,293.53461208586646
90105909.10c,22.0,M,Cohabiting,56.0,Half-yearly,Private employee,17.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,Center,553.089485461115
90111151.102b,18.0,M,Cohabiting,143.0,Monthly,Public employee,34.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,733.082185708941
90172107.100a,28.0,F,null,69.0,Half-yearly,null,11.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,South West,552.6407167457148
90150860.101b,26.0,M,null,83.0,Half-yearly,null,32.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Headquarters,541.7461404853776
90149390.100a,18.0,M,null,110.0,Half-yearly,null,26.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,1002.571304980353
90163077.100a,21.0,F,null,56.0,Monthly,null,7.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,893.77649321025
90153288.100a,39.0,F,null,124.0,Half-yearly,null,10.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Center,442.0663280831516
90176817.101a,37.0,M,null,61.99999999999999,Half-yearly,null,11.0,Affordable cars,P14,Diesel,Private+trip to office,Street,South West,361.8637687974121
90117552.101b,24.0,F,Cohabiting,77.0,Half-yearly,Private employee,13.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,408.5398129640131
90155211.100a,19.0,M,null,55.0,Annual,null,12.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,404.88518304327135
90189078.100a,32.0,M,null,55.0,Annual,null,9.0,Affordable cars,P15,Regular,Private+trip to office,Closed zbox,Center,509.3505010738573
90166321.100a,38.0,M,null,85.0,Annual,null,13.0,Cheap,P13,Regular,Private+trip to office,Street,South West,594.6618629092663
90115861.101b,43.0,F,Single,126.0,Half-yearly,Private employee,7.0,Cheaper,P9,Regular,Private+trip to office,Opened collective parking,Paris area,394.3459199262624
90163211.100b,36.0,M,null,132.0,Half-yearly,null,19.0,Affordable cars,P12,Diesel,Professional,Closed collective parking,South West,326.2284548243466
90141466.100b,50.0,F,null,127.0,Annual,null,19.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,477.3227404793104
90180966.100a,63.0,F,null,134.0,Annual,null,14.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Headquarters,537.5205865488716
90108394.101a,28.0,M,Cohabiting,90.0,Monthly,Private employee,15.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,559.7409739535349
90131573.100a,21.0,M,null,112.0,Monthly,null,24.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Center,835.9424665721566
90120253.101b,27.0,M,Cohabiting,55.0,Monthly,Retiree,19.0,Cheap,P12,Regular,Private+trip to office,Street,Headquarters,330.88546636553605
90132421.100a,27.0,M,null,73.0,Half-yearly,null,12.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,392.6027953548837
90175992.100b,29.0,M,null,61.00000000000001,Half-yearly,null,11.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,639.4907241516146
90165848.100a,37.0,M,null,55.0,Half-yearly,null,6.0,Cheapest,P10,Regular,Private+trip to office,Closed collective parking,Headquarters,474.1866785106138
90187820.100a,27.0,F,null,55.0,Half-yearly,null,14.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,South West,459.55034568084494
80100200.10b,38.0,M,Widowed,61.99999999999999,Half-yearly,Retiree,13.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,599.2758488009322
90113443.101b,28.0,F,Single,55.0,Monthly,Other,12.0,Cheaper,P10,Diesel,Private+trip to office,Opened collective parking,Headquarters,620.2534201160829
90187287.100c,23.0,M,null,117.0,Half-yearly,null,30.0,Affordable cars,P11,Diesel,Private+trip to office,Opened collective parking,Center,487.5477183920642
90135403.101a,24.0,M,null,79.0,Half-yearly,null,31.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,527.6484803575015
90178018.101a,35.0,M,null,56.0,Half-yearly,null,22.0,Cheaper,P12,Regular,Private+trip to office,Street,South West,311.6158770213368
90170012.100a,37.0,M,null,121.0,Annual,null,19.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,383.4649638576044
10200115.101a,20.0,M,Cohabiting,106.0,Half-yearly,Private employee,37.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,474.74615410937577
90130077.100b,19.0,F,Cohabiting,92.0,Half-yearly,Private employee,42.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,511.1383376650461
90151975.100a,23.0,M,null,81.0,Half-yearly,null,14.0,Affordable cars,P14,Regular,Private+trip to office,Street,Headquarters,646.0381170048216
90108565.101a,33.0,F,Cohabiting,55.0,Half-yearly,Private employee,14.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,422.62754849911545
90181117.100a,55.0,M,null,125.0,Annual,null,15.0,Affordable cars,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,389.2711886775557
90178376.100a,27.0,M,null,76.0,Half-yearly,null,19.0,Cheaper,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,331.18178172806057
90152945.101a,46.0,M,null,127.0,Annual,null,10.0,Cheapest,P9,Diesel,Private+trip to office,Closed zbox,Headquarters,331.5969808127311
90146685.101b,39.0,M,null,133.0,Annual,null,5.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,669.1650481678269
90131304.100c,21.0,M,Cohabiting,117.0,Half-yearly,Public employee,11.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,1093.420738633811
90133701.100a,18.0,M,null,113.0,Monthly,null,38.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Paris area,557.8515054391362
90141143.100a,30.0,M,null,90.0,Half-yearly,null,11.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,518.2812242156846
90148232.100b,32.0,M,null,69.0,Half-yearly,null,10.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,655.9683373441899
90169894.100a,18.0,F,null,113.0,Half-yearly,null,32.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,633.3111605686967
90134042.101b,23.0,M,null,61.99999999999999,Annual,null,13.0,Cheapest,P10,Diesel,Professional,Closed collective parking,Center,517.4891301158608
1001319.101a,25.0,F,Cohabiting,85.0,Half-yearly,Private employee,18.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,477.41959849044446
90159164.100b,31.0,M,null,67.0,Half-yearly,null,9.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,738.4422315273731
90169847.100a,39.0,F,null,121.0,Half-yearly,null,9.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,464.6636082289393
90105340.100c,18.0,M,Cohabiting,106.0,Half-yearly,Private employee,49.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,369.0853496962482
90147764.100b,26.0,M,null,59.0,Annual,null,15.0,Cheaper,P12,Regular,Private+trip to office,Street,Paris area,380.8649206788433
1005479.100c,40.0,F,Cohabiting,131.0,Half-yearly,Retiree,10.0,Cheapest,P10,Diesel,Private+trip to office,Closed collective parking,Headquarters,708.3780509242498
90147875.100b,24.0,M,null,80.0,Half-yearly,null,41.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Paris area,622.2427396469383
90140570.100a,36.0,M,null,55.0,Annual,null,7.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,403.2054045540687
90156856.100a,36.0,M,null,143.0,Half-yearly,null,10.0,Cheaper,P11,Diesel,Private+trip to office,Street,Center,639.0614203551613
90131487.100c,41.0,M,null,115.0,Half-yearly,null,7.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Paris area,394.8478317309945
90126752.101b,24.0,F,Single,55.0,Half-yearly,Private employee,6.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,Headquarters,404.9200970684667
1000866.10a,62.0,F,Cohabiting,118.0,Annual,Private employee,24.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,576.136180665468
90146680.100a,33.0,M,null,73.0,Half-yearly,null,11.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,888.0271207445189
90166420.101a,18.0,M,null,98.0,Annual,null,41.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,South West,645.5588565909419
90134002.100c,39.0,M,null,108.0,Half-yearly,null,8.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,484.427627416193
90124795.100a,33.0,F,Divorced,55.0,Half-yearly,Private employee,8.0,Cheaper,P10,Diesel,Private+trip to office,Street,Paris area,675.1976320575488
90104171.10a,22.0,M,Cohabiting,59.0,Half-yearly,Private employee,18.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,417.64800233174174
1003293.100a,18.0,M,Cohabiting,111.0,Half-yearly,Private employee,34.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,796.1499265267868
90178857.101a,40.0,F,null,121.0,Annual,null,9.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,515.989219288902
90189957.100a,26.0,M,null,55.0,Half-yearly,null,11.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Paris area,602.2955738837077
90131339.100b,20.0,M,Cohabiting,118.0,Half-yearly,Public employee,33.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Center,777.8987857347964
90194015.100c,36.0,M,null,55.0,Annual,null,6.0,Cheap,P14,Diesel,Private+trip to office,Closed zbox,Paris area,774.7734500886801
90104173.10c,22.0,M,Married,59.0,Annual,Private employee,20.0,Cheaper,P13,Regular,Private+trip to office,Closed zbox,Center,243.10899594463507
90145552.101e,24.0,M,null,68.0,Half-yearly,null,14.0,Expensive,P14,Diesel,Private+trip to office,Closed zbox,South West,526.140055591822
90111666.100a,18.0,M,Cohabiting,114.0,Half-yearly,Private employee,37.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Headquarters,616.8308321030917
90128366.100a,18.0,M,Cohabiting,109.0,Half-yearly,Retiree,40.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,529.9997535975721
90160933.100a,20.0,M,null,132.0,Half-yearly,null,31.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,519.0796740066189
90133054.101a,30.0,F,null,100.0,Annual,null,11.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Paris area,709.9263198597189
90106073.100a,66.0,F,Cohabiting,147.0,Annual,Private employee,16.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Paris area,541.0427807112633
90159240.100b,47.0,M,null,133.0,Annual,null,18.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Headquarters,399.3185075400969
90191914.101a,42.0,M,null,128.0,Annual,null,12.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Headquarters,707.9530119139378
60100422.100b,20.0,M,Cohabiting,105.0,Half-yearly,Craftsman,40.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,318.8711652334182
90140625.100b,23.0,F,null,108.0,Monthly,null,38.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,359.14761568150186
90108657.101a,32.0,M,Cohabiting,55.0,Annual,Public employee,20.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,187.5607198723436
90116056.100a,33.0,M,Cohabiting,55.0,Half-yearly,Private employee,15.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,Headquarters,594.8361476648461
1007397.102b,24.0,F,Divorced,81.0,Half-yearly,Private employee,20.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,Headquarters,397.53189893517583
90180869.100a,48.0,F,null,116.0,Annual,null,23.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Headquarters,451.02657674585873
90108906.102a,48.0,M,Cohabiting,118.0,Half-yearly,Public employee,18.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,425.2605913512941
90184171.100a,35.0,M,null,55.0,Half-yearly,null,16.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Paris area,438.667802844072
90108241.101a,42.0,M,Divorced,116.0,Annual,Public employee,10.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,451.8429738723116
90188756.101a,32.0,F,null,73.0,Half-yearly,null,6.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,717.5485603747996
853.10b,29.0,M,Married,77.0,Half-yearly,Private employee,19.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Center,612.5802667563172
90166805.100a,18.0,F,null,89.0,Annual,null,34.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,328.42318355230543
90189463.100a,19.0,F,null,116.0,Half-yearly,null,50.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,388.3676323247403
90132358.100b,32.0,F,null,61.99999999999999,Half-yearly,null,11.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,652.9232532154962
90170039.100a,35.0,F,null,101.0,Half-yearly,null,9.0,Cheapest,P10,Diesel,Private+trip to office,Closed collective parking,Center,870.3748063713466
90133872.102a,32.0,M,null,55.0,Monthly,null,17.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,157.4509330928941
90106370.100a,26.0,M,Cohabiting,81.0,Half-yearly,Private employee,23.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Paris area,421.265484135906
80201133.101a,56.0,M,Cohabiting,109.0,Annual,Craftsman,22.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Center,428.347910870232
90170257.100b,19.0,F,null,93.0,Half-yearly,null,40.0,Cheapest,P7,Regular,Private+trip to office,Closed collective parking,Headquarters,308.51083410761265
90148058.100a,51.0,M,null,125.0,Annual,null,30.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,South West,148.01344311510738
90134301.100a,41.0,M,null,137.0,Annual,null,18.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,188.40674600056784
90116664.102b,43.0,F,Cohabiting,115.0,Annual,Public employee,9.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Center,476.2560442930674
90132370.100b,46.0,M,null,132.0,Annual,null,20.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,468.7454911409132
90148557.100a,33.0,M,null,95.0,Half-yearly,null,10.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Headquarters,1048.071170170658
90147832.100a,46.0,F,null,121.0,Annual,null,13.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Paris area,530.595688361801
90194527.100a,24.0,F,null,87.0,Annual,null,39.0,Cheapest,P10,Diesel,Professional run,Street,Headquarters,764.5956967249908
90144521.100a,39.0,M,null,55.0,Half-yearly,null,11.0,Expensive,P16,Diesel,Private+trip to office,Closed collective parking,Headquarters,825.4452568161447
90194838.100a,34.0,M,null,55.0,Half-yearly,null,16.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,South West,231.62374543430403
40200019.101a,41.0,F,Cohabiting,55.0,Annual,Public employee,16.0,Cheaper,P10,Regular,Private+trip to office,Street,Paris area,203.8778147943553
90153071.101a,23.0,F,null,55.0,Half-yearly,null,6.0,Cheaper,P9,Regular,Private+trip to office,Closed collective parking,South West,400.9349063821484
70100046.101a,33.0,M,Single,131.0,Annual,Other,18.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Center,155.11448342299153
90144518.101a,27.0,M,null,105.0,Half-yearly,null,12.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,South West,558.1779776015629
90159651.100a,40.0,M,null,90.0,Annual,null,17.0,Cheapest,P10,Regular,Private+trip to office,Street,Headquarters,494.6930276567107
90149206.100a,25.0,M,null,86.0,Annual,null,35.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,369.423885566727
90148045.101b,18.0,M,null,83.0,Annual,null,44.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,360.3865144382934
90146151.100b,19.0,M,null,107.0,Monthly,null,34.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,811.6480680739147
90109520.101a,18.0,F,Cohabiting,107.0,Monthly,Public employee,40.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Center,1111.8760504467484
90162977.101a,33.0,M,null,119.0,Half-yearly,null,19.0,Affordable cars,P15,Regular,Private+trip to office,Closed zbox,Center,255.54849852964455
90119765.101b,25.0,M,Married,102.0,Monthly,Public employee,34.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,546.4550171617491
90106429.100a,32.0,M,Cohabiting,85.0,Half-yearly,Public employee,9.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Headquarters,418.2074462170337
6.102b,22.0,F,Cohabiting,96.0,Monthly,Public employee,38.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Headquarters,404.3922649541348
90118492.101b,18.0,F,Cohabiting,110.0,Half-yearly,Private employee,42.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,448.8543396447265
90190698.100a,39.0,M,null,132.0,Half-yearly,null,13.0,Affordable cars,P15,Regular,Private+trip to office,Closed zbox,Headquarters,310.8936459138035
90184972.101a,20.0,F,null,90.0,Annual,null,16.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,433.1704884113457
90158244.100b,24.0,M,null,81.0,Annual,null,12.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Headquarters,648.8669524537784
